Text,Image
urn:cts:greekLit:tlg0012.tlg001.msA:21.215,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.216,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.217,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.218,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.219,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.220,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.221,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.222,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.223,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.224,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.225,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.226,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.227,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.228,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.229,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.230,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.231,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.232,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.233,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.234,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.235,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.236,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.237,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.238,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.239,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.240,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.241,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.242,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.243,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.244,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.245,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.246,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.247,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.248,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.249,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.250,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.251,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.252,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.253,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.254,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.255,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.256,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.257,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.258,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.259,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.260,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.261,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.262,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.263,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.264,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.265,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.266,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.267,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.268,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.269,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.270,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.271,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.272,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.273,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.274,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.275,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.276,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.277,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.278,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.279,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.280,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.281,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.282,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.283,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.284,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.285,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.286,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.287,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.288,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.289,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.290,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.291,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.292,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.293,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.294,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.295,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.296,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.297,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.298,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.299,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.300,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.301,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.302,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.303,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.304,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.305,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.306,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.307,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.308,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.309,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.310,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.311,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.312,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.313,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.314,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.315,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.316,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.317,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.318,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.319,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.320,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.321,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.322,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.323,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.324,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.325,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.326,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.327,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.328,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.329,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.330,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.331,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.332,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.333,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.334,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.335,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.336,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.337,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.338,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.339,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.340,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.341,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.342,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.343,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.344,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.345,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.346,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.347,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.348,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.349,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.350,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.351,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.352,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.353,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.354,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.355,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.356,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.357,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.358,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.359,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.360,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.361,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.362,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.363,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.364,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.365,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.366,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.367,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.368,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.369,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.370,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.371,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.372,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.373,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.374,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.375,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.376,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.377,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.378,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.379,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.380,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.381,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.382,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.383,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.384,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.385,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.386,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.387,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.388,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.389,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.390,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.391,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.392,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.393,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.394,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.395,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.396,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.397,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.398,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.399,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.400,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.401,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.402,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.403,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.404,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.405,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.406,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.407,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.408,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.409,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.410,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.411,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.412,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.413,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.414,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.415,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.416,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.417,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.418,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.419,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.420,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.421,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.422,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.423,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.424,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.425,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.426,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.427,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.428,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.429,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.430,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.431,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.432,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.433,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.435,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.436,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.437,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.438,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.439,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.440,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.441,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.442,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.443,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.444,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.445,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.446,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.447,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.448,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.449,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.450,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.451,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.452,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.453,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.454,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.455,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.456,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.457,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.458,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.459,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.460,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.461,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.462,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.463,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.464,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.465,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.466,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.467,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.468,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.469,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.470,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.471,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.472,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.473,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.474,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.475,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.476,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.477,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.478,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.479,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.481,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.482,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.483,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.484,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.485,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.486,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.487,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.488,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.489,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.490,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.491,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.492,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.493,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.494,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.495,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.496,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.497,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.498,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.499,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.500,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.501,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.502,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.503,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.504,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.505,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.506,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.507,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.508,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.509,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.511,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.512,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.513,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.514,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.515,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.516,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.517,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.518,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.519,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.520,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.521,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.522,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.523,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.524,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.525,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.526,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.527,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.528,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.529,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.530,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.531,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.532,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.533,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.534,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.535,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.536,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.537,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.538,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.539,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.540,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.541,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.542,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.543,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.544,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.545,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.546,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.547,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.548,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.549,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.550,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.551,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.552,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.553,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.554,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.555,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.556,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.557,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.558,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.559,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.560,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.561,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.562,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.563,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.564,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.565,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.566,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.567,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.568,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.569,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.570,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.571,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.572,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.573,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.574,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.575,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.576,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.577,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.578,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.579,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.580,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.581,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.582,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.583,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.584,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.585,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.586,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.587,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.588,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.589,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.590,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.591,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.592,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.593,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.595,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.596,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.597,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.598,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.599,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.600,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.601,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.602,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.603,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.604,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.605,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.606,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.607,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.608,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.609,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.610,""
urn:cts:greekLit:tlg0012.tlg001.msA:21.611,""


